scenario_order,scenario_id,seed,selection_rank,base_observation_id,base_vintage_id,revised_source_id,cell_id,domain,indicator_key,series_key,observed_period,period_granularity,geo_level,geo_code,geo_name,unit,before_value_decimal,before_value_lexeme,published_decimal_places,delta_decimal,after_value_decimal,after_value_lexeme,synthetic_vintage_id,synthetic_observation_id,synthetic_source_id,provenance_class,mutation_rule
4,sweep_008,20260912,4,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,bps_webapi,fdaaa3c1bdc22fbe7d62,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1100000000,3.11,2,0.0100000000,3.1200000000,3.12,ba1e102d01e352784220,d11f4ae8df232a45ffa1,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,sweep_008,20260912,5,bb7925411be9b6b512f6,7ba29f3a45abe1301651,bps_webapi,84b30c24eace1e1a6dc5,economy,sdg08_productivity_growth,total,2025,year,province,3300,Jawa Tengah,percent,3.2200000000,3.22,2,0.0100000000,3.2300000000,3.23,ba1e102d01e352784220,01afe0511ad62aebccce,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,sweep_008,20260912,6,679a82a2470a0c2a1053,7ba29f3a45abe1301651,bps_webapi,c1b8bcff725f214a9466,economy,sdg08_productivity_growth,total,2025,year,province,7300,Sulawesi Selatan,percent,3.6900000000,3.69,2,0.0100000000,3.7000000000,3.70,ba1e102d01e352784220,14784d4d2763da2d7340,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,sweep_008,20260912,7,227e7369ae7155fb09dc,7ba29f3a45abe1301651,bps_webapi,cbe519449e41300a4184,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0500000000,5.05,2,0.0100000000,5.0600000000,5.06,ba1e102d01e352784220,da8c9d76e3560d15b435,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,sweep_008,20260912,8,4d54c6c01db8357192fe,7ba29f3a45abe1301651,bps_webapi,042fd0148d20a8caa19a,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6400000000,6.64,2,0.0100000000,6.6500000000,6.65,ba1e102d01e352784220,414f59cccfc8a5ad9b10,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,1,ebe9841b7e2d93e8d436,7ba29f3a45abe1301651,bps_webapi,f655daf9c7189ef53b78,economy,sdg08_productivity_growth,total,2025,year,province,1300,Sumatera Barat,percent,0.1600000000,0.16,2,0.0100000000,0.1700000000,0.17,d2a198581bb1eb705145,ce7a4d97c550ca560486,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,2,c84eb36c9410ef9a92d8,7ba29f3a45abe1301651,bps_webapi,518cb2dbc96b03a7ef6c,economy,sdg08_productivity_growth,total,2025,year,province,1500,Jambi,percent,3.8700000000,3.87,2,0.0100000000,3.8800000000,3.88,d2a198581bb1eb705145,89241e3d555357de0dfb,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,3,5449a9c6fd5ea1b62080,7ba29f3a45abe1301651,bps_webapi,f7ecb1883aa83de08505,economy,sdg08_productivity_growth,total,2025,year,province,3200,Jawa Barat,percent,4.9300000000,4.93,2,0.0100000000,4.9400000000,4.94,d2a198581bb1eb705145,ecdb29655d00aa8311e2,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,4,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,bps_webapi,fdaaa3c1bdc22fbe7d62,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1100000000,3.11,2,0.0100000000,3.1200000000,3.12,d2a198581bb1eb705145,79823c15e36f697c1039,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,5,bb7925411be9b6b512f6,7ba29f3a45abe1301651,bps_webapi,84b30c24eace1e1a6dc5,economy,sdg08_productivity_growth,total,2025,year,province,3300,Jawa Tengah,percent,3.2200000000,3.22,2,0.0100000000,3.2300000000,3.23,d2a198581bb1eb705145,0d211b86559043fa8759,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,6,679a82a2470a0c2a1053,7ba29f3a45abe1301651,bps_webapi,c1b8bcff725f214a9466,economy,sdg08_productivity_growth,total,2025,year,province,7300,Sulawesi Selatan,percent,3.6900000000,3.69,2,0.0100000000,3.7000000000,3.70,d2a198581bb1eb705145,36dfafeca0b538f44e49,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,7,227e7369ae7155fb09dc,7ba29f3a45abe1301651,bps_webapi,cbe519449e41300a4184,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0500000000,5.05,2,0.0100000000,5.0600000000,5.06,d2a198581bb1eb705145,29fc433debf27c5adec4,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,8,4d54c6c01db8357192fe,7ba29f3a45abe1301651,bps_webapi,042fd0148d20a8caa19a,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6400000000,6.64,2,0.0100000000,6.6500000000,6.65,d2a198581bb1eb705145,ec4d676e63360438f2f7,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,9,d38f9bbb236120b60a72,7ba29f3a45abe1301651,bps_webapi,3444568b44a846c2053e,economy,sdg08_productivity_growth,total,2025,year,province,3600,Banten,percent,6.1400000000,6.14,2,0.0100000000,6.1500000000,6.15,d2a198581bb1eb705145,bf3907a5b158f6f980f3,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,10,52b22c87aff9ef7d958c,7ba29f3a45abe1301651,bps_webapi,15b32a8759c7403b435e,economy,sdg08_productivity_growth,total,2025,year,province,3500,Jawa Timur,percent,3.3800000000,3.38,2,0.0100000000,3.3900000000,3.39,d2a198581bb1eb705145,fb785dd42b073f4f59bf,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,11,4461c9a1e5e6a70a5cff,7ba29f3a45abe1301651,bps_webapi,d9e326095a3f240bfa4b,economy,sdg08_productivity_growth,total,2025,year,province,3400,Di Yogyakarta,percent,4.6600000000,4.66,2,0.0100000000,4.6700000000,4.67,d2a198581bb1eb705145,c7f34a6e353d09d39527,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,12,05f3727342b59f1b42eb,7ba29f3a45abe1301651,bps_webapi,775bc5ede0b28b080f98,economy,sdg08_productivity_growth,total,2025,year,province,6400,Kalimantan Timur,percent,4.8800000000,4.88,2,0.0100000000,4.8900000000,4.89,d2a198581bb1eb705145,e625011efbdfefbd2d3d,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,13,d1a6fadcc2334ed715c8,7ba29f3a45abe1301651,bps_webapi,90a3159b8a7b4bd4e061,economy,sdg08_productivity_growth,total,2025,year,province,7400,Sulawesi Tenggara,percent,5.5600000000,5.56,2,0.0100000000,5.5700000000,5.57,d2a198581bb1eb705145,94047d870647dcda4717,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,14,b58eecf10a2637f656cb,7ba29f3a45abe1301651,bps_webapi,91d71a779a47db1c23e2,economy,sdg08_productivity_growth,total,2025,year,province,7100,Sulawesi Utara,percent,3.0100000000,3.01,2,0.0100000000,3.0200000000,3.02,d2a198581bb1eb705145,48491e78fc5d44153c3e,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,15,83d9ca7ff36b5a4bfefa,7ba29f3a45abe1301651,bps_webapi,8788e4198f43d007511b,economy,sdg08_productivity_growth,total,2025,year,province,1900,Kep. Bangka Belitung,percent,1.4900000000,1.49,2,0.0100000000,1.5000000000,1.50,d2a198581bb1eb705145,c2a659c36694696695c6,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,sweep_016,20260912,16,22299df8290faa2309ce,7ba29f3a45abe1301651,bps_webapi,3b659c42075a31bc828b,economy,sdg08_productivity_growth,total,2025,year,province,7200,Sulawesi Tengah,percent,4.9200000000,4.92,2,0.0100000000,4.9300000000,4.93,d2a198581bb1eb705145,8d74c657bc0de5152721,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,1,ebe9841b7e2d93e8d436,7ba29f3a45abe1301651,bps_webapi,f655daf9c7189ef53b78,economy,sdg08_productivity_growth,total,2025,year,province,1300,Sumatera Barat,percent,0.1600000000,0.16,2,0.0100000000,0.1700000000,0.17,3fb53c851f143d46f75a,a61d974ce4efa20f3c48,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,2,c84eb36c9410ef9a92d8,7ba29f3a45abe1301651,bps_webapi,518cb2dbc96b03a7ef6c,economy,sdg08_productivity_growth,total,2025,year,province,1500,Jambi,percent,3.8700000000,3.87,2,0.0100000000,3.8800000000,3.88,3fb53c851f143d46f75a,2b0c3895c2ff4c296d46,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,3,5449a9c6fd5ea1b62080,7ba29f3a45abe1301651,bps_webapi,f7ecb1883aa83de08505,economy,sdg08_productivity_growth,total,2025,year,province,3200,Jawa Barat,percent,4.9300000000,4.93,2,0.0100000000,4.9400000000,4.94,3fb53c851f143d46f75a,28ffe06784cf381bf5d5,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,4,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,bps_webapi,fdaaa3c1bdc22fbe7d62,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1100000000,3.11,2,0.0100000000,3.1200000000,3.12,3fb53c851f143d46f75a,4653c7ea1c2f1fb5b1bf,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,5,bb7925411be9b6b512f6,7ba29f3a45abe1301651,bps_webapi,84b30c24eace1e1a6dc5,economy,sdg08_productivity_growth,total,2025,year,province,3300,Jawa Tengah,percent,3.2200000000,3.22,2,0.0100000000,3.2300000000,3.23,3fb53c851f143d46f75a,3b928c48e2f5191636c0,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,6,679a82a2470a0c2a1053,7ba29f3a45abe1301651,bps_webapi,c1b8bcff725f214a9466,economy,sdg08_productivity_growth,total,2025,year,province,7300,Sulawesi Selatan,percent,3.6900000000,3.69,2,0.0100000000,3.7000000000,3.70,3fb53c851f143d46f75a,431534cf38e49fcf86e5,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,7,227e7369ae7155fb09dc,7ba29f3a45abe1301651,bps_webapi,cbe519449e41300a4184,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0500000000,5.05,2,0.0100000000,5.0600000000,5.06,3fb53c851f143d46f75a,077f8b8a97193f0c41e2,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,8,4d54c6c01db8357192fe,7ba29f3a45abe1301651,bps_webapi,042fd0148d20a8caa19a,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6400000000,6.64,2,0.0100000000,6.6500000000,6.65,3fb53c851f143d46f75a,759afe4fe5d653a064d2,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,9,d38f9bbb236120b60a72,7ba29f3a45abe1301651,bps_webapi,3444568b44a846c2053e,economy,sdg08_productivity_growth,total,2025,year,province,3600,Banten,percent,6.1400000000,6.14,2,0.0100000000,6.1500000000,6.15,3fb53c851f143d46f75a,d95442f03223681958cd,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,10,52b22c87aff9ef7d958c,7ba29f3a45abe1301651,bps_webapi,15b32a8759c7403b435e,economy,sdg08_productivity_growth,total,2025,year,province,3500,Jawa Timur,percent,3.3800000000,3.38,2,0.0100000000,3.3900000000,3.39,3fb53c851f143d46f75a,e783e7ed66634a52df4f,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,11,4461c9a1e5e6a70a5cff,7ba29f3a45abe1301651,bps_webapi,d9e326095a3f240bfa4b,economy,sdg08_productivity_growth,total,2025,year,province,3400,Di Yogyakarta,percent,4.6600000000,4.66,2,0.0100000000,4.6700000000,4.67,3fb53c851f143d46f75a,9aeba50d975ac23128ed,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,12,05f3727342b59f1b42eb,7ba29f3a45abe1301651,bps_webapi,775bc5ede0b28b080f98,economy,sdg08_productivity_growth,total,2025,year,province,6400,Kalimantan Timur,percent,4.8800000000,4.88,2,0.0100000000,4.8900000000,4.89,3fb53c851f143d46f75a,3767190b7182a0ffab7b,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,13,d1a6fadcc2334ed715c8,7ba29f3a45abe1301651,bps_webapi,90a3159b8a7b4bd4e061,economy,sdg08_productivity_growth,total,2025,year,province,7400,Sulawesi Tenggara,percent,5.5600000000,5.56,2,0.0100000000,5.5700000000,5.57,3fb53c851f143d46f75a,41accf3510c00216163d,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,14,b58eecf10a2637f656cb,7ba29f3a45abe1301651,bps_webapi,91d71a779a47db1c23e2,economy,sdg08_productivity_growth,total,2025,year,province,7100,Sulawesi Utara,percent,3.0100000000,3.01,2,0.0100000000,3.0200000000,3.02,3fb53c851f143d46f75a,a74758ef820edf9963a4,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,15,83d9ca7ff36b5a4bfefa,7ba29f3a45abe1301651,bps_webapi,8788e4198f43d007511b,economy,sdg08_productivity_growth,total,2025,year,province,1900,Kep. Bangka Belitung,percent,1.4900000000,1.49,2,0.0100000000,1.5000000000,1.50,3fb53c851f143d46f75a,f6807285e972989d675f,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,16,22299df8290faa2309ce,7ba29f3a45abe1301651,bps_webapi,3b659c42075a31bc828b,economy,sdg08_productivity_growth,total,2025,year,province,7200,Sulawesi Tengah,percent,4.9200000000,4.92,2,0.0100000000,4.9300000000,4.93,3fb53c851f143d46f75a,c79ba1c7ada1332ed0e8,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,17,7c7fed1784d6c7fb7a3f,7ba29f3a45abe1301651,bps_webapi,29c43c170df0383b5802,economy,sdg08_productivity_growth,total,2025,year,province,5200,Nusa Tenggara Barat,percent,3.1800000000,3.18,2,0.0100000000,3.1900000000,3.19,3fb53c851f143d46f75a,c6418657b12b0a320317,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,18,a16d799af70cf9f4f914,7ba29f3a45abe1301651,bps_webapi,55e90861aacfe1af1cf9,economy,sdg08_productivity_growth,total,2025,year,province,7500,Gorontalo,percent,5.5300000000,5.53,2,0.0100000000,5.5400000000,5.54,3fb53c851f143d46f75a,6d32428ded5848a3f82e,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,19,9d933c13fbf05d198f3e,7ba29f3a45abe1301651,bps_webapi,b6c8750e3fcf63d75190,economy,sdg08_productivity_growth,total,2025,year,province,8200,Maluku Utara,percent,31.7900000000,31.79,2,0.0100000000,31.8000000000,31.80,3fb53c851f143d46f75a,f35e380119cd5101d50e,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,20,678b6e60432483806f4d,7ba29f3a45abe1301651,bps_webapi,473d3f8b67ccd5db5a86,economy,sdg08_productivity_growth,total,2025,year,province,1200,Sumatera Utara,percent,1.2200000000,1.22,2,0.0100000000,1.2300000000,1.23,3fb53c851f143d46f75a,1cfa8c9be971ac1313ca,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,21,3157d6bb229564f85532,7ba29f3a45abe1301651,bps_webapi,0f162523fe74d1b2090c,economy,sdg08_productivity_growth,total,2025,year,province,9100,Papua Barat,percent,7.1100000000,7.11,2,0.0100000000,7.1200000000,7.12,3fb53c851f143d46f75a,361105480f2be3272cf9,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,22,2b958b3ccda58faa9a20,7ba29f3a45abe1301651,bps_webapi,4492f58c2bbce2a2d5f9,economy,sdg08_productivity_growth,total,2025,year,province,7600,Sulawesi Barat,percent,-0.2900000000,-0.29,2,0.0100000000,-0.2800000000,-0.28,3fb53c851f143d46f75a,20fbf5b8fdab869dae16,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,23,8400953b008a897a64e9,7ba29f3a45abe1301651,bps_webapi,ebe21ab8cd07f32503b4,economy,sdg08_productivity_growth,total,2025,year,province,1700,Bengkulu,percent,3.4700000000,3.47,2,0.0100000000,3.4800000000,3.48,3fb53c851f143d46f75a,d7a43241d6034a41b011,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,24,c1d4a95ae0f7c3d6b507,7ba29f3a45abe1301651,bps_webapi,de51e35566585c57d7af,economy,sdg08_productivity_growth,total,2025,year,province,8100,Maluku,percent,2.8800000000,2.88,2,0.0100000000,2.8900000000,2.89,3fb53c851f143d46f75a,f5f23a56cb7eb54ecbd4,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,25,b2718fa56ce5ecf468b8,7ba29f3a45abe1301651,bps_webapi,edc6a80da9b6ea8f7c1c,economy,sdg08_productivity_growth,total,2025,year,province,6200,Kalimantan Tengah,percent,3.6600000000,3.66,2,0.0100000000,3.6700000000,3.67,3fb53c851f143d46f75a,91b4961853dd870137f3,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,26,ce58faa1e8266f5cc95e,7ba29f3a45abe1301651,bps_webapi,ac26da15f37e794a1959,economy,sdg08_productivity_growth,total,2025,year,province,9600,Papua Tengah,percent,-22.9600000000,-22.96,2,0.0100000000,-22.9500000000,-22.95,3fb53c851f143d46f75a,cf3ae31ddd253b9946bf,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,27,ee17f2d42d2748ad067e,7ba29f3a45abe1301651,bps_webapi,49d6563bb2811eb71d8e,economy,sdg08_productivity_growth,total,2025,year,province,1100,Aceh,percent,0.8400000000,0.84,2,0.0100000000,0.8500000000,0.85,3fb53c851f143d46f75a,24b1dfd8d79fffb4d922,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,28,3d8b4c077641c33cf901,7ba29f3a45abe1301651,bps_webapi,9eb560de8e683bc912e4,economy,sdg08_productivity_growth,total,2025,year,province,1800,Lampung,percent,3.8500000000,3.85,2,0.0100000000,3.8600000000,3.86,3fb53c851f143d46f75a,ed7715a697f1b4b9d604,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,29,08572be316c541663287,7ba29f3a45abe1301651,bps_webapi,7d042823ae6be8d4a8c3,economy,sdg08_productivity_growth,total,2025,year,province,6300,Kalimantan Selatan,percent,4.0600000000,4.06,2,0.0100000000,4.0700000000,4.07,3fb53c851f143d46f75a,60585c71ce90307a7117,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,30,c2a55284c36a79c9c01e,7ba29f3a45abe1301651,bps_webapi,e4e0a2467bb328d2ae47,economy,sdg08_productivity_growth,total,2025,year,province,9200,Papua Barat Daya,percent,2.6100000000,2.61,2,0.0100000000,2.6200000000,2.62,3fb53c851f143d46f75a,a9ac1a664ffa180e2cf7,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,31,b02ceeddf4fdc5acb409,7ba29f3a45abe1301651,bps_webapi,bc73b93a22e680ac17ab,economy,sdg08_productivity_growth,total,2025,year,province,9700,Papua Pegunungan,percent,0.5900000000,0.59,2,0.0100000000,0.6000000000,0.60,3fb53c851f143d46f75a,5a96a6c281d16668cd44,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,32,e6b6a9dc57a851384723,7ba29f3a45abe1301651,bps_webapi,c2a1a9ac151304cd246a,economy,sdg08_productivity_growth,total,2025,year,province,9500,Papua Selatan,percent,7.6100000000,7.61,2,0.0100000000,7.6200000000,7.62,3fb53c851f143d46f75a,4cd519cac051e8aa8ebd,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,33,44caac8190fa51d16d46,7ba29f3a45abe1301651,bps_webapi,036d1c973ea85251e9a6,economy,sdg08_productivity_growth,total,2025,year,province,6500,Kalimantan Utara,percent,3.9500000000,3.95,2,0.0100000000,3.9600000000,3.96,3fb53c851f143d46f75a,0013b6b1be7306892cdf,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,34,a3a7ae9d64018648f42c,7ba29f3a45abe1301651,bps_webapi,88766631e03a967c1ead,economy,sdg08_productivity_growth,total,2025,year,province,5100,Bali,percent,4.4000000000,4.4,1,0.1000000000,4.5000000000,4.5,3fb53c851f143d46f75a,e50a5bd5bf19ef5aa77b,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,35,522acdd413220b7e131c,7ba29f3a45abe1301651,bps_webapi,4166b79514eeade8b707,economy,sdg08_productivity_growth,total,2025,year,province,9400,Papua,percent,9.9000000000,9.9,1,0.1000000000,10.0000000000,10.0,3fb53c851f143d46f75a,95f2aa83bc7503f04770,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,36,032275d811ff9eb70389,7ba29f3a45abe1301651,bps_webapi,cb3058c1431b9559a7b8,economy,sdg08_productivity_growth,total,2025,year,province,5300,Nusa Tenggara Timur,percent,6.3800000000,6.38,2,0.0100000000,6.3900000000,6.39,3fb53c851f143d46f75a,8c622bf24201a1fa249f,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,37,38aa12db8a1254c82ab4,7ba29f3a45abe1301651,bps_webapi,1edba888e2c21aa52529,economy,sdg08_productivity_growth,total,2025,year,province,6100,Kalimantan Barat,percent,2.9800000000,2.98,2,0.0100000000,2.9900000000,2.99,3fb53c851f143d46f75a,b23a1e138419afe7f70f,synthetic_revision_harness,synthetic_not_official,one_published_unit
6,sweep_038,20260912,38,e70c0918e6521f6ff767,7ba29f3a45abe1301651,bps_webapi,3c4b1f42bcb9b851d450,economy,sdg08_productivity_growth,total,2025,year,province,3100,Dki Jakarta,percent,4.7800000000,4.78,2,0.0100000000,4.7900000000,4.79,3fb53c851f143d46f75a,966893cf044b9f355b0b,synthetic_revision_harness,synthetic_not_official,one_published_unit
