trace_id,event_id,trace_type,domain,indicator_key,series_key,observed_period,geo_level,geo_code,geo_name,unit,cause_family,evidence_level,vintage_order,source_id,release_date,value,producer,methodology_version,source_record_id,evidence_note
4ff72dd0b87beb923c29,4ff72dd0b87beb923c29,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,2100,Kep. Riau,percent,vintage,observed,3,bps_webapi,2026-09-08,-1.17,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=2100;turvar=0;th=122;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
6235aeaa713f4da3fd05,6235aeaa713f4da3fd05,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,9100,Papua Barat,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,1.16,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
6235aeaa713f4da3fd05,6235aeaa713f4da3fd05,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,9100,Papua Barat,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,1.16,Badan Pusat Statistik,tpb-2025-appendix-provisional,page=208;column=11;printed_note=x;year=2022,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
6235aeaa713f4da3fd05,6235aeaa713f4da3fd05,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,9100,Papua Barat,percent,vintage,observed,3,bps_webapi,2026-09-08,1.18,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=9100;turvar=0;th=122;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
63a08507948b8a8091f9,63a08507948b8a8091f9,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,5300,Nusa Tenggara Timur,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,4.18,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
63a08507948b8a8091f9,63a08507948b8a8091f9,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,5300,Nusa Tenggara Timur,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,4.18,Badan Pusat Statistik,tpb-2025-appendix-very_provisional,page=208;column=12;printed_note=xx;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
63a08507948b8a8091f9,63a08507948b8a8091f9,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,5300,Nusa Tenggara Timur,percent,vintage,observed,3,bps_webapi,2026-09-08,4.14,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=5300;turvar=0;th=123;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
94e3f4550750e13b8e59,94e3f4550750e13b8e59,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,8200,Maluku Utara,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,11.05,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
94e3f4550750e13b8e59,94e3f4550750e13b8e59,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,8200,Maluku Utara,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,11.05,Badan Pusat Statistik,tpb-2025-appendix-very_provisional,page=208;column=12;printed_note=xx;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
94e3f4550750e13b8e59,94e3f4550750e13b8e59,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,8200,Maluku Utara,percent,vintage,observed,3,bps_webapi,2026-09-08,12.04,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=8200;turvar=0;th=123;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
9db7d2e4e7cdf28df00b,9db7d2e4e7cdf28df00b,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,1700,Bengkulu,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,1.13,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
9db7d2e4e7cdf28df00b,9db7d2e4e7cdf28df00b,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,1700,Bengkulu,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,1.13,Badan Pusat Statistik,tpb-2025-appendix-very_provisional,page=208;column=12;printed_note=xx;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
9db7d2e4e7cdf28df00b,9db7d2e4e7cdf28df00b,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,1700,Bengkulu,percent,vintage,observed,3,bps_webapi,2026-09-08,1.15,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=1700;turvar=0;th=123;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
a303794abee88f110859,a303794abee88f110859,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,2100,Kepulauan Riau,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,19.30,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
a303794abee88f110859,a303794abee88f110859,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,2100,Kepulauan Riau,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,19.30,Badan Pusat Statistik,tpb-2025-appendix-very_provisional,page=208;column=12;printed_note=xx;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
a303794abee88f110859,a303794abee88f110859,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,2100,Kep. Riau,percent,vintage,observed,3,bps_webapi,2026-09-08,19.25,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=2100;turvar=0;th=123;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
b570bd5d7df03e9328a1,b570bd5d7df03e9328a1,published_release_change,ecology,sdg15_forest_cover,total,2022,national,9999,Indonesia,percent,methodology,observed,1,bps_tpb_2024,2024-12-31,51.20,KLHK,tpb-2024-figure,page=162;figure=Gambar 15.1;series=total;year=2022,The published numerator changes from forest estate (kawasan hutan) to forest cover (tutupan hutan); TPB 2025 explicitly includes forested land both inside and outside the forest estate
b570bd5d7df03e9328a1,b570bd5d7df03e9328a1,published_release_change,ecology,sdg15_forest_cover,total,2022,national,9999,Indonesia,percent,methodology,observed,2,bps_tpb_2025,2025-12-30,51.16,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2022,The published numerator changes from forest estate (kawasan hutan) to forest cover (tutupan hutan); TPB 2025 explicitly includes forested land both inside and outside the forest estate
bb56fe6858639ffbd69e,bb56fe6858639ffbd69e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,5300,Nusa Tenggara Timur,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,-0.72,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
bb56fe6858639ffbd69e,bb56fe6858639ffbd69e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,5300,Nusa Tenggara Timur,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,-0.72,Badan Pusat Statistik,tpb-2025-appendix-provisional,page=208;column=11;printed_note=x;year=2022,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
bb56fe6858639ffbd69e,bb56fe6858639ffbd69e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2022,province,5300,Nusa Tenggara Timur,percent,vintage,observed,3,bps_webapi,2026-09-08,-0.69,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=5300;turvar=0;th=122;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
c8d560f4b638d4f3688e,c8d560f4b638d4f3688e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,6500,Kalimantan Utara,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,-0.21,Badan Pusat Statistik,tpb-2024-appendix,pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
c8d560f4b638d4f3688e,c8d560f4b638d4f3688e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,6500,Kalimantan Utara,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,-0.21,Badan Pusat Statistik,tpb-2025-appendix-very_provisional,page=208;column=12;printed_note=xx;year=2023,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
c8d560f4b638d4f3688e,c8d560f4b638d4f3688e,provisional_to_revised_snapshot,economy,sdg08_productivity_growth,total,2023,province,6500,Kalimantan Utara,percent,vintage,observed,3,bps_webapi,2026-09-08,-0.19,Badan Pusat Statistik,webapi-var-1161-updated-2026-07-06,domain=0000;var=1161;vervar=6500;turvar=0;th=123;turth=0,TPB 2024 and TPB 2025 preserve the same value and mark the year very provisional; the dated 2026 WebAPI snapshot reports a different value for the same BPS indicator cell
d766203897b0329f782c,d766203897b0329f782c,published_release_change,economy,sdg08_gdp_per_capita_growth,total,2021,national,9999,Indonesia,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,2.52,Badan Pusat Statistik,tpb-2024-figure,page=86;figure=Gambar 8.1;series=total;year=2021,Two dated official publications report different values for the same aligned cell
d766203897b0329f782c,d766203897b0329f782c,published_release_change,economy,sdg08_gdp_per_capita_growth,total,2021,national,9999,Indonesia,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,2.76,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2021,Two dated official publications report different values for the same aligned cell
ff7945a7b9631edf3487,ff7945a7b9631edf3487,published_release_change,energy,sdg07_renewable_share,total,2023,national,9999,Indonesia,percent,vintage,observed,1,bps_tpb_2024,2024-12-31,13.21,ESDM,tpb-2024-figure,page=80;figure=Gambar 7.5;series=total;year=2023,Two dated official publications report different values for the same aligned cell
ff7945a7b9631edf3487,ff7945a7b9631edf3487,published_release_change,energy,sdg07_renewable_share,total,2023,national,9999,Indonesia,percent,vintage,observed,2,bps_tpb_2025,2025-12-30,13.10,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2023,Two dated official publications report different values for the same aligned cell
