edge_id,from_node_id,to_node_id,relationship,observation_id,cell_id,evidence_basis,treatment_id
edge:4e36ec3b40b7df2512e2,source_artifact:5b60d57510ca563f2783,source_record:091fddff5547c21e53b2,artifact_contains_record,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,artifact checksum plus exact source locator and H6 cell coordinates,
edge:59b8161139e0629fcbb0,source_artifact:3c803d0b82626170d679,source_record:e6e65cbbb0692b29878a,artifact_contains_record,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,artifact checksum plus exact source locator and H6 cell coordinates,
edge:61355e15541bca1f20ef,source_artifact:a3b2d14f73a6944e5daa,source_record:1822780c1a34fa87ecd7,artifact_contains_record,506a60e86fb32d9c608b,e33e2f8351747300cba7,artifact checksum plus exact source locator and H6 cell coordinates,
edge:621b974409edfbf5f609,source_artifact:3c803d0b82626170d679,source_record:a98acfe4bec18f9a0390,artifact_contains_record,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,artifact checksum plus exact source locator and H6 cell coordinates,
edge:67f7ff8394c2baf6c0ff,source_artifact:3c803d0b82626170d679,source_record:192aacf02d8179c6f75a,artifact_contains_record,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,artifact checksum plus exact source locator and H6 cell coordinates,
edge:70d7e745fb6f782286f4,source_artifact:a3b2d14f73a6944e5daa,source_record:582a11702e2e666dfc87,artifact_contains_record,e06e475e6f5cb8748897,4aab4307f4906503d2a4,artifact checksum plus exact source locator and H6 cell coordinates,
edge:73434360844ec736129d,source_artifact:a3b2d14f73a6944e5daa,source_record:d51908b14d4f43919f94,artifact_contains_record,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,artifact checksum plus exact source locator and H6 cell coordinates,
edge:78d04e1be057f0c18765,source_artifact:5b60d57510ca563f2783,source_record:c9024fe3b36dd1151ec1,artifact_contains_record,72e8553f361951a0c2c8,3087bf08970908c509ca,artifact checksum plus exact source locator and H6 cell coordinates,
edge:8269d57f04f41d1c0b0f,source_artifact:a3b2d14f73a6944e5daa,source_record:470895f1243b5ec9b3fc,artifact_contains_record,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,artifact checksum plus exact source locator and H6 cell coordinates,
edge:9774320d3af789af4d73,source_artifact:a3b2d14f73a6944e5daa,source_record:193147b5654f5049a70b,artifact_contains_record,b55b4fefc9148be667c1,94651a48df17d3b56a1b,artifact checksum plus exact source locator and H6 cell coordinates,
edge:9d889bd0c66a9940fa0e,source_artifact:5b60d57510ca563f2783,source_record:69c44ea8114c54419750,artifact_contains_record,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,artifact checksum plus exact source locator and H6 cell coordinates,
edge:9dd25f905a220b211689,source_artifact:3c803d0b82626170d679,source_record:71811020d9a92abf868d,artifact_contains_record,ad8a7f5c7869af674e3a,05ae4dff5d60b5021813,artifact checksum plus exact source locator and H6 cell coordinates,
edge:9e8bafa748bbe567256e,source_artifact:3c803d0b82626170d679,source_record:3edd79e5e5b56f709897,artifact_contains_record,1721995859418ecf608c,3087bf08970908c509ca,artifact checksum plus exact source locator and H6 cell coordinates,
edge:9f59c4545eba79c33178,source_artifact:3c803d0b82626170d679,source_record:1aa22f2b385a01569fc4,artifact_contains_record,deabb3549fa520121850,71a013b45f47a8aefa7d,artifact checksum plus exact source locator and H6 cell coordinates,
edge:a1408295b9f2ad93444b,source_artifact:5b60d57510ca563f2783,source_record:bbde0e659e98bd2c6084,artifact_contains_record,f831d08aa91c95864cd0,05ae4dff5d60b5021813,artifact checksum plus exact source locator and H6 cell coordinates,
edge:aa33584f327ef36d5cae,source_artifact:a3b2d14f73a6944e5daa,source_record:f6a04a1c01641dfdfadc,artifact_contains_record,df8ae4a2843995c9185d,3087bf08970908c509ca,artifact checksum plus exact source locator and H6 cell coordinates,
edge:b0662363b413d05ac3ad,source_artifact:3c803d0b82626170d679,source_record:0230a2ca03c36177ec6e,artifact_contains_record,cfe502c53f19a90449e6,94651a48df17d3b56a1b,artifact checksum plus exact source locator and H6 cell coordinates,
edge:b18a3521cddb2bc0793a,source_artifact:3c803d0b82626170d679,source_record:55f9eca0640826e24f9c,artifact_contains_record,d99bc3566095bc6ee582,7e097ceb497e25947325,artifact checksum plus exact source locator and H6 cell coordinates,
edge:b645299811adb3d6349a,source_artifact:5b60d57510ca563f2783,source_record:16473e53e748c08ec754,artifact_contains_record,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,artifact checksum plus exact source locator and H6 cell coordinates,
edge:bf2e641fa03970b59446,source_artifact:5b60d57510ca563f2783,source_record:294fa03a900a59c6bcc9,artifact_contains_record,27f750d142897641b3b1,e33e2f8351747300cba7,artifact checksum plus exact source locator and H6 cell coordinates,
edge:ca68465dd87e667eb122,source_artifact:5b60d57510ca563f2783,source_record:c5368ca23455a251f941,artifact_contains_record,e313de2e0e1a97bc17ff,7e097ceb497e25947325,artifact checksum plus exact source locator and H6 cell coordinates,
edge:e3a34759b406127aa616,source_artifact:a3b2d14f73a6944e5daa,source_record:423572d2616d043c15d1,artifact_contains_record,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,artifact checksum plus exact source locator and H6 cell coordinates,
edge:e795386a64d506cc9fd2,source_artifact:3c803d0b82626170d679,source_record:061aced56e5316f767e3,artifact_contains_record,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,artifact checksum plus exact source locator and H6 cell coordinates,
edge:eb7034130d07fb686dcd,source_artifact:3c803d0b82626170d679,source_record:c2b5603f1388485b6d3e,artifact_contains_record,356dadeceba952eb2a0c,e33e2f8351747300cba7,artifact checksum plus exact source locator and H6 cell coordinates,
edge:fee8ae19d02881e74d99,source_artifact:5b60d57510ca563f2783,source_record:010ca4a0b9492cf8f0be,artifact_contains_record,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,artifact checksum plus exact source locator and H6 cell coordinates,
edge:028d540fda08cdff21e4,treatment_decision:f602fdf9ed7c4d21a015,treatment_output:aa886d476fcda30c743c,decision_resolves_to_output,e06e475e6f5cb8748897,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B2
edge:0c5fbc3daa2e1707fd59,treatment_decision:b49c24396a857374b3a1,treatment_output:a535f3e48f54da072b20,decision_resolves_to_output,deabb3549fa520121850,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B2
edge:0c9416e198ddf23f2648,treatment_decision:ebc36619fb9371ccdb2d,treatment_output:aa886d476fcda30c743c,decision_resolves_to_output,bc696217068415ca73e2,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B2
edge:0caf4b773c03faacf841,treatment_decision:7afe198206a88203597a,treatment_output:988e610dfb898a7d1f5a,decision_resolves_to_output,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B0
edge:0e06ec1e2b6cfc98623c,treatment_decision:b989fabf222020a2dabe,treatment_output:86ad6b8988d59c1d6090,decision_resolves_to_output,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B2
edge:13d897edcba5460e887c,treatment_decision:5b2bbe6c544f7987b94c,treatment_output:c9e3b820d99df8cfd24a,decision_resolves_to_output,a16c09b869c2ad72a4ea,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B0
edge:2239303f32ba6c151db9,treatment_decision:94a34350fee164c39a62,treatment_output:4372d54e81fafb2c0f84,decision_resolves_to_output,f831d08aa91c95864cd0,05ae4dff5d60b5021813,exact current or selected observation_id in the treatment audit,B0
edge:25dfa604881ef3947e8d,treatment_decision:521d48c5bcc94247c67b,treatment_output:4e88d5c3b721496dd778,decision_resolves_to_output,05a8528c88245297d4ba,5b5eeef107bb6f124496,exact current or selected observation_id in the treatment audit,B0
edge:288cafb1fb7791b7efdb,treatment_decision:8308c3c3f060c8b25564,treatment_output:33f3dbad646d3ec19143,decision_resolves_to_output,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B2
edge:29177d7fff58018f79bc,treatment_decision:19342cef837b47f9f2ea,treatment_output:39e6cbdec8437f8a621a,decision_resolves_to_output,cfe502c53f19a90449e6,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B2
edge:2adb915b36241b8fc2c3,treatment_decision:66faf76902b33b10aa76,treatment_output:33f3dbad646d3ec19143,decision_resolves_to_output,09bd4158de9b28a03d83,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B2
edge:2df9dacedd490765852d,treatment_decision:e9e1e46e04b4e0b87c82,treatment_output:7c0e6ae3460bcd226630,decision_resolves_to_output,d99bc3566095bc6ee582,7e097ceb497e25947325,exact current or selected observation_id in the treatment audit,B0
edge:2eef1f66563637429bce,treatment_decision:84cbb32858b832c84f69,treatment_output:eae14ef263bc0a3ed9ca,decision_resolves_to_output,ad8a7f5c7869af674e3a,05ae4dff5d60b5021813,exact current or selected observation_id in the treatment audit,B2
edge:304ceb2398abfdfbe5aa,treatment_decision:44e85d3e18527505e98a,treatment_output:33f3dbad646d3ec19143,decision_resolves_to_output,5fab5a82719cacffcbe4,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B2
edge:38b9866f6d8022a53961,treatment_decision:51e4a3353b3340e49584,treatment_output:988e610dfb898a7d1f5a,decision_resolves_to_output,09bd4158de9b28a03d83,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B0
edge:3abf92c232dce8c4c94d,treatment_decision:e456f220c0c8c9eee183,treatment_output:20a795746ad404126b29,decision_resolves_to_output,4af2e0e7825c9f2ac443,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B0
edge:410fea0180e1f6494d8a,treatment_decision:7eb5aa0a1c9985db3bae,treatment_output:452ae73d8fa913d02132,decision_resolves_to_output,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B0
edge:431d30f40ff9016386be,treatment_decision:01e97655d5b8bfaf85b6,treatment_output:4e88d5c3b721496dd778,decision_resolves_to_output,edde0b27f2f31f5fb962,5b5eeef107bb6f124496,exact current or selected observation_id in the treatment audit,B0
edge:462f70205f5cc836d268,treatment_decision:6f97d759c0fb908abffb,treatment_output:1c8aa4de2addbacb0dd5,decision_resolves_to_output,211b04665de26cd11d77,53b2a1ef09a68d6c5173,exact current or selected observation_id in the treatment audit,B2
edge:4c3a095598186c7a90db,treatment_decision:f23f0bd59f8981005867,treatment_output:aa886d476fcda30c743c,decision_resolves_to_output,a16c09b869c2ad72a4ea,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B2
edge:4d0a04e21c17c8e5a71f,treatment_decision:c205c83bfd196b596a51,treatment_output:14f78b9495df634c3d3b,decision_resolves_to_output,506a60e86fb32d9c608b,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B2
edge:4fbb35ab94978ef401c7,treatment_decision:8767414d773196b79c6f,treatment_output:05e99fdeb0f99c33d1b0,decision_resolves_to_output,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B2
edge:4fc96bd7e9cfcbe1f6f4,treatment_decision:e32eb47856f958bf1744,treatment_output:731969672c59f2871e76,decision_resolves_to_output,1721995859418ecf608c,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B0
edge:4ff332fcb64df7ea15bb,treatment_decision:2bf4efe84e17d15d5a52,treatment_output:5fb72e44f9c935bd58f3,decision_resolves_to_output,6ad6dfc4b05d0f292d1f,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B2
edge:54a6cf537d040b0fbcf5,treatment_decision:733e8862b895e90c023f,treatment_output:20a795746ad404126b29,decision_resolves_to_output,deabb3549fa520121850,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B0
edge:582661c35025ec36337c,treatment_decision:bd6820f4625f446558d7,treatment_output:4372d54e81fafb2c0f84,decision_resolves_to_output,ad8a7f5c7869af674e3a,05ae4dff5d60b5021813,exact current or selected observation_id in the treatment audit,B0
edge:5b60eadf0173c41b438a,treatment_decision:f0f9398e159a89805a66,treatment_output:c9e3b820d99df8cfd24a,decision_resolves_to_output,bc696217068415ca73e2,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B0
edge:5c710aa0d2bce3a69089,treatment_decision:194200d871c8425ce37a,treatment_output:5fb72e44f9c935bd58f3,decision_resolves_to_output,87cdfc70ee6d45666fec,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B2
edge:5e599371b9ad050fd9e0,treatment_decision:1e0b717dca3619cbc832,treatment_output:c9e3b820d99df8cfd24a,decision_resolves_to_output,e06e475e6f5cb8748897,4aab4307f4906503d2a4,exact current or selected observation_id in the treatment audit,B0
edge:6307bac4488eb1025990,treatment_decision:7d018acbe51aa6194ae5,treatment_output:86ad6b8988d59c1d6090,decision_resolves_to_output,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B2
edge:66778dab88bd4bd04b4c,treatment_decision:f3555f20090ed7209e39,treatment_output:e96db0628793a76f6317,decision_resolves_to_output,27f750d142897641b3b1,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B0
edge:689d02cbb267b2080daa,treatment_decision:de8618385ab0b96a4da0,treatment_output:731969672c59f2871e76,decision_resolves_to_output,df8ae4a2843995c9185d,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B0
edge:69941f916dd8092af79c,treatment_decision:3497f7cefa9fb8da56dc,treatment_output:130f540cad1892fe9816,decision_resolves_to_output,9fe0a3bb2baed4ce3810,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B0
edge:6edacc61dd3bc71d3809,treatment_decision:ba4d2a0323532ef5eefc,treatment_output:5fb72e44f9c935bd58f3,decision_resolves_to_output,69745dd19d776c69570e,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B2
edge:6f5a4c09c1b293ebed0d,treatment_decision:4528f931b50456c66ede,treatment_output:452ae73d8fa913d02132,decision_resolves_to_output,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B0
edge:722d983f71bf7d5ee779,treatment_decision:10ccf15de43bd6cc1f66,treatment_output:9c7aa8f45edf2e5043da,decision_resolves_to_output,6ad6dfc4b05d0f292d1f,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B0
edge:781c7f6183f9793e4ab1,treatment_decision:a484434b328c7b0665f7,treatment_output:b112b3995ea306e43f08,decision_resolves_to_output,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B0
edge:79e554e96cab7cc8efd4,treatment_decision:0a9128e5315b05c412f3,treatment_output:05e99fdeb0f99c33d1b0,decision_resolves_to_output,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B2
edge:7d6ff70e017b62fa6f8c,treatment_decision:ae1fade8ed6c5938f499,treatment_output:b112b3995ea306e43f08,decision_resolves_to_output,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B0
edge:7fb446d17c69b2f06df9,treatment_decision:aa4980282d3bcdb13249,treatment_output:e96db0628793a76f6317,decision_resolves_to_output,506a60e86fb32d9c608b,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B0
edge:8205f19b659dc9b71b99,treatment_decision:e922bc7a80c337ac72a8,treatment_output:14f78b9495df634c3d3b,decision_resolves_to_output,356dadeceba952eb2a0c,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B2
edge:84ee7b1a49af3013ae26,treatment_decision:c4f21a91862dd44daf60,treatment_output:eae14ef263bc0a3ed9ca,decision_resolves_to_output,f831d08aa91c95864cd0,05ae4dff5d60b5021813,exact current or selected observation_id in the treatment audit,B2
edge:868b7bbe7df41e20d9a1,treatment_decision:74ac980251856f1cc7c8,treatment_output:20a795746ad404126b29,decision_resolves_to_output,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B0
edge:8a6251382a70f9c76b6b,treatment_decision:07b069e313d324126fc3,treatment_output:a535f3e48f54da072b20,decision_resolves_to_output,4af2e0e7825c9f2ac443,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B2
edge:8bd7d5e0881e287593e6,treatment_decision:c2ceeff98ed5980e40d3,treatment_output:42784905be0ef14a4822,decision_resolves_to_output,df8ae4a2843995c9185d,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B2
edge:8f90f965bdd4eb9b2299,treatment_decision:578b9ae365fa3ee4e1f3,treatment_output:4f0be064a82af45a9a81,decision_resolves_to_output,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B0
edge:94c6fb569b7efaac65aa,treatment_decision:501ef06bfa9901cc32a8,treatment_output:130f540cad1892fe9816,decision_resolves_to_output,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B0
edge:9763bfb044248e00dd03,treatment_decision:54c37b211f186cf37d22,treatment_output:39e6cbdec8437f8a621a,decision_resolves_to_output,b55b4fefc9148be667c1,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B2
edge:9b158c886f5d5cea1a6f,treatment_decision:6930213d03643139cb4f,treatment_output:e96db0628793a76f6317,decision_resolves_to_output,356dadeceba952eb2a0c,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B0
edge:9b23451ea3e929cae5ba,treatment_decision:b4cc3058de5b03e4acce,treatment_output:988e610dfb898a7d1f5a,decision_resolves_to_output,5fab5a82719cacffcbe4,1c03a76cb6a98f53235d,exact current or selected observation_id in the treatment audit,B0
edge:9c43d648b1c9aa47604d,treatment_decision:5845e2ce8feda0a2471b,treatment_output:731969672c59f2871e76,decision_resolves_to_output,72e8553f361951a0c2c8,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B0
edge:a2150a4fd53ca36f644b,treatment_decision:0abd4a86810b0413b3d9,treatment_output:234f15398f84db5e04ef,decision_resolves_to_output,211b04665de26cd11d77,53b2a1ef09a68d6c5173,exact current or selected observation_id in the treatment audit,B0
edge:a3ff353797779903a364,treatment_decision:3351d3137ad2e1663462,treatment_output:35a8447dfb94ea08c80b,decision_resolves_to_output,d99bc3566095bc6ee582,7e097ceb497e25947325,exact current or selected observation_id in the treatment audit,B2
edge:a4d338e2a8a0a7ce17a1,treatment_decision:e7542895b383f1cf957a,treatment_output:05e99fdeb0f99c33d1b0,decision_resolves_to_output,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B2
edge:a56991af3b24db0103cc,treatment_decision:ce77a6cdda37e2bcd056,treatment_output:95f1e10e3b52b5461f34,decision_resolves_to_output,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B2
edge:a65761afd6d5a43b4f96,treatment_decision:345214c000d52f1ca630,treatment_output:4f0be064a82af45a9a81,decision_resolves_to_output,cfe502c53f19a90449e6,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B0
edge:a8b4a70364fe9556a33b,treatment_decision:fa01589df546f2ac10bc,treatment_output:234f15398f84db5e04ef,decision_resolves_to_output,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,exact current or selected observation_id in the treatment audit,B0
edge:aaa411b73d4e8838da4f,treatment_decision:4d94c6598e04bfa70d82,treatment_output:7c0e6ae3460bcd226630,decision_resolves_to_output,e313de2e0e1a97bc17ff,7e097ceb497e25947325,exact current or selected observation_id in the treatment audit,B0
edge:abd5cd93e9f075ad2304,treatment_decision:50582d3656d43e23a4ce,treatment_output:95f1e10e3b52b5461f34,decision_resolves_to_output,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B2
edge:aed488608325e7f55d5b,treatment_decision:082f5ca9b674ca745934,treatment_output:c576ab8d524dc574c195,decision_resolves_to_output,edde0b27f2f31f5fb962,5b5eeef107bb6f124496,exact current or selected observation_id in the treatment audit,B2
edge:afc9bfc655d08f8fe1bd,treatment_decision:470dd4633fb0dfa7fe65,treatment_output:86ad6b8988d59c1d6090,decision_resolves_to_output,9fe0a3bb2baed4ce3810,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B2
edge:afd7e4d5ecef61b5cca0,treatment_decision:1c37bb7db78dd523efc8,treatment_output:42784905be0ef14a4822,decision_resolves_to_output,1721995859418ecf608c,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B2
edge:bd8f28db8b7988d43218,treatment_decision:42ed1037c94137b84019,treatment_output:4f0be064a82af45a9a81,decision_resolves_to_output,b55b4fefc9148be667c1,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B0
edge:bf5eac8e945359bf0e51,treatment_decision:45c9c4f407fa3c5bda70,treatment_output:9c7aa8f45edf2e5043da,decision_resolves_to_output,69745dd19d776c69570e,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B0
edge:c1aadf87a93b30e6d7c3,treatment_decision:64a25d13c4c58b4ab807,treatment_output:c576ab8d524dc574c195,decision_resolves_to_output,05a8528c88245297d4ba,5b5eeef107bb6f124496,exact current or selected observation_id in the treatment audit,B2
edge:cb812397a5231273f3c4,treatment_decision:86c711486628ab7c2376,treatment_output:14f78b9495df634c3d3b,decision_resolves_to_output,27f750d142897641b3b1,e33e2f8351747300cba7,exact current or selected observation_id in the treatment audit,B2
edge:d40c99bb2091c0ad4547,treatment_decision:ecb545a1085647c5d652,treatment_output:39e6cbdec8437f8a621a,decision_resolves_to_output,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,exact current or selected observation_id in the treatment audit,B2
edge:eacfd0fc23c7abca0d36,treatment_decision:a6c6d5f8faaf44e4fb40,treatment_output:42784905be0ef14a4822,decision_resolves_to_output,72e8553f361951a0c2c8,3087bf08970908c509ca,exact current or selected observation_id in the treatment audit,B2
edge:ee3115e47136c11264b9,treatment_decision:e4ca9bee15dc3066aedf,treatment_output:a535f3e48f54da072b20,decision_resolves_to_output,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,exact current or selected observation_id in the treatment audit,B2
edge:f63dbe4cf0285167078e,treatment_decision:371b782e4e8e98bd1010,treatment_output:1c8aa4de2addbacb0dd5,decision_resolves_to_output,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,exact current or selected observation_id in the treatment audit,B2
edge:f7e39341a2170dccfc5c,treatment_decision:28561b0a1878d7b8630d,treatment_output:452ae73d8fa913d02132,decision_resolves_to_output,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,exact current or selected observation_id in the treatment audit,B0
edge:fbc88b8b4bb80a6283c7,treatment_decision:509cb54e0571af9e1f50,treatment_output:9c7aa8f45edf2e5043da,decision_resolves_to_output,87cdfc70ee6d45666fec,425bfdd5ca02ab3e3cc1,exact current or selected observation_id in the treatment audit,B0
edge:fd6b36ff3103ceb0b746,treatment_decision:69f8285768cc23cfcd85,treatment_output:130f540cad1892fe9816,decision_resolves_to_output,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,exact current or selected observation_id in the treatment audit,B0
edge:fe9df68dd391537dc6a9,treatment_decision:71a95c8bc9f17f2ac4b9,treatment_output:95f1e10e3b52b5461f34,decision_resolves_to_output,f4b6cbcb460eaef0f82e,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B2
edge:ff50e48f948fcf62b943,treatment_decision:64e4c12a09d2d7bd90b2,treatment_output:b112b3995ea306e43f08,decision_resolves_to_output,f4b6cbcb460eaef0f82e,e4982bb0d13ac08094aa,exact current or selected observation_id in the treatment audit,B0
edge:ffd94145b59c6e9b7440,treatment_decision:6d3a527487656d9bbe68,treatment_output:35a8447dfb94ea08c80b,decision_resolves_to_output,e313de2e0e1a97bc17ff,7e097ceb497e25947325,exact current or selected observation_id in the treatment audit,B2
edge:051c36c93aa437373c92,ingestion_batch:262525ea522552e448f9,transformation_run:9c729c994c878f480a2a,ingestion_batch_feeds_run,,,H6 ingestion_batch_id and transformation_run_id,
edge:23d6e689c814258f07de,source_manifest:c1f834a5eb747d6a015d,source_artifact:a3b2d14f73a6944e5daa,manifest_declares_artifact,,,explicit manifest path and artifact checksum,
edge:9e53339d462c856b4ac2,source_manifest:8efcc15a73d4d43bf419,source_artifact:3c803d0b82626170d679,manifest_declares_artifact,,,explicit manifest path and artifact checksum,
