scenario_order,scenario_id,seed,selection_rank,base_observation_id,base_vintage_id,revised_source_id,cell_id,domain,indicator_key,series_key,observed_period,period_granularity,geo_level,geo_code,geo_name,unit,before_value_decimal,before_value_lexeme,published_decimal_places,delta_decimal,after_value_decimal,after_value_lexeme,synthetic_vintage_id,synthetic_observation_id,synthetic_source_id,provenance_class,mutation_rule
4,validation_007,20260909,4,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,bps_webapi,71a013b45f47a8aefa7d,economy,sdg08_productivity_growth,total,2023,year,province,2100,Kep. Riau,percent,19.2500000000,19.25,2,0.0100000000,19.2600000000,19.26,0a3027d17dfd67f5159b,97a750da2f5b76fe6ac4,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,validation_007,20260909,5,edde0b27f2f31f5fb962,9ab2011a3892edfac889,bps_tpb_2025,5b5eeef107bb6f124496,energy,sdg07_renewable_share,total,2023,year,national,9999,Indonesia,percent,13.1000000000,13.10,2,0.0100000000,13.1100000000,13.11,0a3027d17dfd67f5159b,bf68a599c5859320c7af,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,validation_007,20260909,6,b55b4fefc9148be667c1,b132d2fab33291e0733e,bps_webapi,94651a48df17d3b56a1b,economy,sdg08_productivity_growth,total,2023,year,province,1700,Bengkulu,percent,1.1500000000,1.15,2,0.0100000000,1.1600000000,1.16,0a3027d17dfd67f5159b,7f6d80f1b7643a4e05c1,synthetic_revision_harness,synthetic_not_official,one_published_unit
4,validation_007,20260909,7,506a60e86fb32d9c608b,b132d2fab33291e0733e,bps_webapi,e33e2f8351747300cba7,economy,sdg08_productivity_growth,total,2023,year,province,7600,Sulawesi Barat,percent,3.6600000000,3.66,2,0.0100000000,3.6700000000,3.67,0a3027d17dfd67f5159b,b57bef8ec5462f8f2d61,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,1,cb0d5147421c66597d95,b132d2fab33291e0733e,bps_webapi,7c1c5248808f73b2f3a6,economy,sdg08_productivity_growth,total,2022,year,province,9100,Papua Barat,percent,1.1800000000,1.18,2,0.0100000000,1.1900000000,1.19,0650eacfe1f5078b5679,a2746ac12413df2f9789,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,2,d99bc3566095bc6ee582,9ab2011a3892edfac889,bps_tpb_2025,7e097ceb497e25947325,ecology,sdg15_forest_cover,total,2022,year,national,9999,Indonesia,percent,51.1600000000,51.16,2,0.0100000000,51.1700000000,51.17,0650eacfe1f5078b5679,b31933698303334f1da5,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,3,09bd4158de9b28a03d83,b132d2fab33291e0733e,bps_webapi,1c03a76cb6a98f53235d,economy,sdg08_productivity_growth,total,2022,year,province,2100,Kep. Riau,percent,-1.1700000000,-1.17,2,0.0100000000,-1.1600000000,-1.16,0650eacfe1f5078b5679,900bbbb970b013c70351,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,4,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,bps_webapi,71a013b45f47a8aefa7d,economy,sdg08_productivity_growth,total,2023,year,province,2100,Kep. Riau,percent,19.2500000000,19.25,2,0.0100000000,19.2600000000,19.26,0650eacfe1f5078b5679,e5a136434c6743ae1fd2,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,5,edde0b27f2f31f5fb962,9ab2011a3892edfac889,bps_tpb_2025,5b5eeef107bb6f124496,energy,sdg07_renewable_share,total,2023,year,national,9999,Indonesia,percent,13.1000000000,13.10,2,0.0100000000,13.1100000000,13.11,0650eacfe1f5078b5679,d3d6293d01e9ebf5e01c,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,6,b55b4fefc9148be667c1,b132d2fab33291e0733e,bps_webapi,94651a48df17d3b56a1b,economy,sdg08_productivity_growth,total,2023,year,province,1700,Bengkulu,percent,1.1500000000,1.15,2,0.0100000000,1.1600000000,1.16,0650eacfe1f5078b5679,3f60d4beabe896372598,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,7,506a60e86fb32d9c608b,b132d2fab33291e0733e,bps_webapi,e33e2f8351747300cba7,economy,sdg08_productivity_growth,total,2023,year,province,7600,Sulawesi Barat,percent,3.6600000000,3.66,2,0.0100000000,3.6700000000,3.67,0650eacfe1f5078b5679,3ba73fad6e06d2911357,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,8,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,bps_webapi,af12d1ae8c1555d899be,economy,sdg08_productivity_growth,total,2022,year,province,5300,Nusa Tenggara Timur,percent,-0.6900000000,-0.69,2,0.0100000000,-0.6800000000,-0.68,0650eacfe1f5078b5679,3a70514bb67486ef2f07,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,9,e06e475e6f5cb8748897,b132d2fab33291e0733e,bps_webapi,4aab4307f4906503d2a4,economy,sdg08_productivity_growth,total,2022,year,province,7600,Sulawesi Barat,percent,-4.0700000000,-4.07,2,0.0100000000,-4.0600000000,-4.06,0650eacfe1f5078b5679,89db53b32a82190bec2c,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,10,74fed6e1c3d917191be6,9ab2011a3892edfac889,bps_tpb_2025,53b2a1ef09a68d6c5173,economy,sdg08_gdp_per_capita_growth,total,2020,year,national,9999,Indonesia,percent,-3.2600000000,-3.26,2,0.0100000000,-3.2500000000,-3.25,0650eacfe1f5078b5679,9f3c4e798094fe2631d3,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,11,49b82f2b710bfb946f9f,b132d2fab33291e0733e,bps_webapi,e4982bb0d13ac08094aa,economy,sdg08_productivity_growth,total,2023,year,province,5300,Nusa Tenggara Timur,percent,4.1400000000,4.14,2,0.0100000000,4.1500000000,4.15,0650eacfe1f5078b5679,4ff74c41673e6d8cec4c,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,12,87cdfc70ee6d45666fec,b132d2fab33291e0733e,bps_webapi,425bfdd5ca02ab3e3cc1,economy,sdg08_productivity_growth,total,2023,year,province,8200,Maluku Utara,percent,12.0400000000,12.04,2,0.0100000000,12.0500000000,12.05,0650eacfe1f5078b5679,eed2a1fd6deda88a28da,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,13,df8ae4a2843995c9185d,b132d2fab33291e0733e,bps_webapi,3087bf08970908c509ca,economy,sdg08_productivity_growth,total,2023,year,province,6500,Kalimantan Utara,percent,-0.1900000000,-0.19,2,0.0100000000,-0.1800000000,-0.18,0650eacfe1f5078b5679,318005d4ae363c0f6069,synthetic_revision_harness,synthetic_not_official,one_published_unit
5,validation_014,20260909,14,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,bps_tpb_2025,05ae4dff5d60b5021813,economy,sdg08_gdp_per_capita_growth,total,2021,year,national,9999,Indonesia,percent,2.7600000000,2.76,2,0.0100000000,2.7700000000,2.77,0650eacfe1f5078b5679,f66f24e03f9268114427,synthetic_revision_harness,synthetic_not_official,one_published_unit
