scenario_order,scenario_id,observation_id,cell_id,vintage_id,domain,indicator_key,series_key,observed_period,period_granularity,geo_level,geo_code,geo_name,unit,value_decimal,value_lexeme,published_decimal_places,producer,methodology_version,source_artifact_path,source_artifact_sha256,source_record_id,ingestion_batch_id,transformation_run_id,transformation_version,trace_id,cause_family,evidence_level,source_id,vintage_date,vintage_retrieved_at,arrival_order,revised_source_id,base_observation_id,base_vintage_id,snapshot_order
4,sweep_008,414f59cccfc8a5ad9b10,042fd0148d20a8caa19a,ba1e102d01e352784220,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6500000000,6.65,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_008;selection_rank=8,h11-ba1e102d01e352784220,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,4d54c6c01db8357192fe,7ba29f3a45abe1301651,5
4,sweep_008,7d1782accb4f88b7bebd,f655daf9c7189ef53b78,ba1e102d01e352784220,economy,sdg08_productivity_growth,total,2025,year,province,1300,Sumatera Barat,percent,0.1700000000,0.17,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_008;selection_rank=1,h11-ba1e102d01e352784220,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,ebe9841b7e2d93e8d436,7ba29f3a45abe1301651,5
4,sweep_008,cef2282a905b751200fc,f7ecb1883aa83de08505,ba1e102d01e352784220,economy,sdg08_productivity_growth,total,2025,year,province,3200,Jawa Barat,percent,4.9400000000,4.94,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_008;selection_rank=3,h11-ba1e102d01e352784220,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,5449a9c6fd5ea1b62080,7ba29f3a45abe1301651,5
4,sweep_008,d11f4ae8df232a45ffa1,fdaaa3c1bdc22fbe7d62,ba1e102d01e352784220,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1200000000,3.12,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_008;selection_rank=4,h11-ba1e102d01e352784220,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,5
4,sweep_008,da8c9d76e3560d15b435,cbe519449e41300a4184,ba1e102d01e352784220,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0600000000,5.06,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_008;selection_rank=7,h11-ba1e102d01e352784220,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,227e7369ae7155fb09dc,7ba29f3a45abe1301651,5
5,sweep_016,0d211b86559043fa8759,84b30c24eace1e1a6dc5,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,3300,Jawa Tengah,percent,3.2300000000,3.23,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=5,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,bb7925411be9b6b512f6,7ba29f3a45abe1301651,5
5,sweep_016,29fc433debf27c5adec4,cbe519449e41300a4184,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0600000000,5.06,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=7,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,227e7369ae7155fb09dc,7ba29f3a45abe1301651,5
5,sweep_016,36dfafeca0b538f44e49,c1b8bcff725f214a9466,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,7300,Sulawesi Selatan,percent,3.7000000000,3.70,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=6,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,679a82a2470a0c2a1053,7ba29f3a45abe1301651,5
5,sweep_016,48491e78fc5d44153c3e,91d71a779a47db1c23e2,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,7100,Sulawesi Utara,percent,3.0200000000,3.02,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=14,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b58eecf10a2637f656cb,7ba29f3a45abe1301651,5
5,sweep_016,79823c15e36f697c1039,fdaaa3c1bdc22fbe7d62,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,1400,Riau,percent,3.1200000000,3.12,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=4,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,b96f86aa079b1a21dcea,7ba29f3a45abe1301651,5
5,sweep_016,89241e3d555357de0dfb,518cb2dbc96b03a7ef6c,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,1500,Jambi,percent,3.8800000000,3.88,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=2,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,c84eb36c9410ef9a92d8,7ba29f3a45abe1301651,5
5,sweep_016,8d74c657bc0de5152721,3b659c42075a31bc828b,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,7200,Sulawesi Tengah,percent,4.9300000000,4.93,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=16,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,22299df8290faa2309ce,7ba29f3a45abe1301651,5
5,sweep_016,94047d870647dcda4717,90a3159b8a7b4bd4e061,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,7400,Sulawesi Tenggara,percent,5.5700000000,5.57,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=13,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,d1a6fadcc2334ed715c8,7ba29f3a45abe1301651,5
5,sweep_016,bf3907a5b158f6f980f3,3444568b44a846c2053e,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,3600,Banten,percent,6.1500000000,6.15,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=9,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,d38f9bbb236120b60a72,7ba29f3a45abe1301651,5
5,sweep_016,c2a659c36694696695c6,8788e4198f43d007511b,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,1900,Kep. Bangka Belitung,percent,1.5000000000,1.50,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=15,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,83d9ca7ff36b5a4bfefa,7ba29f3a45abe1301651,5
5,sweep_016,c7f34a6e353d09d39527,d9e326095a3f240bfa4b,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,3400,Di Yogyakarta,percent,4.6700000000,4.67,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=11,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,4461c9a1e5e6a70a5cff,7ba29f3a45abe1301651,5
5,sweep_016,ce7a4d97c550ca560486,f655daf9c7189ef53b78,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,1300,Sumatera Barat,percent,0.1700000000,0.17,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=1,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,ebe9841b7e2d93e8d436,7ba29f3a45abe1301651,5
5,sweep_016,e625011efbdfefbd2d3d,775bc5ede0b28b080f98,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,6400,Kalimantan Timur,percent,4.8900000000,4.89,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=12,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,05f3727342b59f1b42eb,7ba29f3a45abe1301651,5
5,sweep_016,ec4d676e63360438f2f7,042fd0148d20a8caa19a,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,2100,Kep. Riau,percent,6.6500000000,6.65,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=8,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,4d54c6c01db8357192fe,7ba29f3a45abe1301651,5
5,sweep_016,ecdb29655d00aa8311e2,f7ecb1883aa83de08505,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,3200,Jawa Barat,percent,4.9400000000,4.94,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=3,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,5449a9c6fd5ea1b62080,7ba29f3a45abe1301651,5
5,sweep_016,fb785dd42b073f4f59bf,15b32a8759c7403b435e,d2a198581bb1eb705145,economy,sdg08_productivity_growth,total,2025,year,province,3500,Jawa Timur,percent,3.3900000000,3.39,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_016;selection_rank=10,h11-d2a198581bb1eb705145,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,52b22c87aff9ef7d958c,7ba29f3a45abe1301651,5
6,sweep_038,0013b6b1be7306892cdf,036d1c973ea85251e9a6,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,6500,Kalimantan Utara,percent,3.9600000000,3.96,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=33,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,44caac8190fa51d16d46,7ba29f3a45abe1301651,5
6,sweep_038,077f8b8a97193f0c41e2,cbe519449e41300a4184,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1600,Sumatera Selatan,percent,5.0600000000,5.06,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=7,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,227e7369ae7155fb09dc,7ba29f3a45abe1301651,5
6,sweep_038,1cfa8c9be971ac1313ca,473d3f8b67ccd5db5a86,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1200,Sumatera Utara,percent,1.2300000000,1.23,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=20,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,678b6e60432483806f4d,7ba29f3a45abe1301651,5
6,sweep_038,20fbf5b8fdab869dae16,4492f58c2bbce2a2d5f9,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,7600,Sulawesi Barat,percent,-0.2800000000,-0.28,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=22,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,2b958b3ccda58faa9a20,7ba29f3a45abe1301651,5
6,sweep_038,24b1dfd8d79fffb4d922,49d6563bb2811eb71d8e,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1100,Aceh,percent,0.8500000000,0.85,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=27,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,ee17f2d42d2748ad067e,7ba29f3a45abe1301651,5
6,sweep_038,28ffe06784cf381bf5d5,f7ecb1883aa83de08505,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,3200,Jawa Barat,percent,4.9400000000,4.94,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=3,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,5449a9c6fd5ea1b62080,7ba29f3a45abe1301651,5
6,sweep_038,2b0c3895c2ff4c296d46,518cb2dbc96b03a7ef6c,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,1500,Jambi,percent,3.8800000000,3.88,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=2,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,c84eb36c9410ef9a92d8,7ba29f3a45abe1301651,5
6,sweep_038,361105480f2be3272cf9,0f162523fe74d1b2090c,3fb53c851f143d46f75a,economy,sdg08_productivity_growth,total,2025,year,province,9100,Papua Barat,percent,7.1200000000,7.12,2,synthetic_revision_harness,webapi-var-1161-updated-2026-07-06,results/processed/h11-sweep-injections.csv,d33bb1865809ac66c726ed968af59a380f623cfde302eec454d104dab9a3f423,scenario_id=sweep_038;selection_rank=21,h11-3fb53c851f143d46f75a,h11-68301c49851e8b56e3e3,h11-sweep-v1,,synthetic_revision,synthetic_not_official,synthetic_revision_harness,2026-09-09,2026-09-09T00:00:00+00:00,5,bps_webapi,3157d6bb229564f85532,7ba29f3a45abe1301651,5
