audit_request_id,treatment_id,cell_id,requested_observation_id,requested_vintage_id,source_lineage_path_id,source_record_node_id,observation_node_id,requested_value_decimal,requested_value_lexeme,reported_result,reported_addressable,computed_addressable,access_class,lookup_locator,serving_observation_id,returned_observation_id,returned_value_decimal,returned_value_lexeme,identity_match,decimal_match,lexeme_match,failure_class,treatment_manifest_path,treatment_manifest_sha256,audit_status
audit:e30af1868c54c958b248,B0,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,3.6600000000,3.66,current_available,yes,yes,serving_state,current:cell_id=e33e2f8351747300cba7,506a60e86fb32d9c608b,506a60e86fb32d9c608b,3.6600000000,3.66,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:19e97d71e83a60be9a99,B0,1c03a76cb6a98f53235d,5fab5a82719cacffcbe4,9ab2011a3892edfac889,path:9cfd576ba6467c314ac3,source_record:a2585ae02f3eb15eab0e,observation:04df2a67b487f338de1b,-1.1400000000,-1.14,historical_overwritten,no,no,unavailable,,09bd4158de9b28a03d83,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:6e87c191b494def1cdb8,B0,425bfdd5ca02ab3e3cc1,69745dd19d776c69570e,9ab2011a3892edfac889,path:2ac84c6536afc316c225,source_record:87c903ae7b46a49c415f,observation:e19175cc2d07bb652fd5,11.0500000000,11.05,historical_overwritten,no,no,unavailable,,87cdfc70ee6d45666fec,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:12cd480f57df19c2a2ae,B0,af12d1ae8c1555d899be,69a1ecde0bf18c3a84ae,9ab2011a3892edfac889,path:d49a57b78cc6b9abfbda,source_record:192aacf02d8179c6f75a,observation:c0e44bfaff03fb3d0e85,-0.7200000000,-0.72,historical_overwritten,no,no,unavailable,,d3d17696ddd6a7bcb743,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:7dd1ba43ad88f2bbc7c3,B0,425bfdd5ca02ab3e3cc1,6ad6dfc4b05d0f292d1f,aa7252a58f41161c17c3,path:48ecac1095ede20645a5,source_record:7e35d4e934c4fa296c7d,observation:389c8092fc51c52bc4eb,11.0500000000,11.05,historical_overwritten,no,no,unavailable,,87cdfc70ee6d45666fec,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:e605ce636a2c48d1e6d0,B0,94651a48df17d3b56a1b,6fbf4aae1b9a6de0051a,aa7252a58f41161c17c3,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,1.1300000000,1.13,historical_overwritten,no,no,unavailable,,b55b4fefc9148be667c1,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:e11de7731502eb0c9a24,B0,3087bf08970908c509ca,72e8553f361951a0c2c8,aa7252a58f41161c17c3,path:80b166643382e0ef0e65,source_record:c9024fe3b36dd1151ec1,observation:a7e8ddddcfeb654133b3,-0.2100000000,-0.21,historical_overwritten,no,no,unavailable,,df8ae4a2843995c9185d,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:2f7f3ad5db9e0393d95b,B0,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,-3.2600000000,-3.26,current_available,yes,yes,serving_state,current:cell_id=53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,74fed6e1c3d917191be6,-3.2600000000,-3.26,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:b8c2a0ce784cbeccd0ab,B0,425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,b132d2fab33291e0733e,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,12.0400000000,12.04,current_available,yes,yes,serving_state,current:cell_id=425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,87cdfc70ee6d45666fec,12.0400000000,12.04,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:1f96bbbf8525213edf6c,B0,1c03a76cb6a98f53235d,9fcd6d7d4f2e24e56db1,aa7252a58f41161c17c3,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,-1.1400000000,-1.14,historical_overwritten,no,no,unavailable,,09bd4158de9b28a03d83,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:40f86493f80c97a46b7b,B0,7c1c5248808f73b2f3a6,9fe0a3bb2baed4ce3810,aa7252a58f41161c17c3,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,1.1600000000,1.16,historical_overwritten,no,no,unavailable,,cb0d5147421c66597d95,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:6afd1f340218a8fadf2a,B0,4aab4307f4906503d2a4,a16c09b869c2ad72a4ea,aa7252a58f41161c17c3,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,-4.0300000000,-4.03,historical_overwritten,no,no,unavailable,,e06e475e6f5cb8748897,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:273ebbaab6365b1e41b5,B0,af12d1ae8c1555d899be,a34fc65bf470c1e7ce20,aa7252a58f41161c17c3,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,-0.7200000000,-0.72,historical_overwritten,no,no,unavailable,,d3d17696ddd6a7bcb743,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:7a0b8df385da4e3812b6,B0,05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,2.7600000000,2.76,current_available,yes,yes,serving_state,current:cell_id=05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,ad8a7f5c7869af674e3a,2.7600000000,2.76,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:77b6f0c8dc56489c9837,B0,94651a48df17d3b56a1b,b55b4fefc9148be667c1,b132d2fab33291e0733e,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,1.1500000000,1.15,current_available,yes,yes,serving_state,current:cell_id=94651a48df17d3b56a1b,b55b4fefc9148be667c1,b55b4fefc9148be667c1,1.1500000000,1.15,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:665c939b11437a522e14,B0,4aab4307f4906503d2a4,bc696217068415ca73e2,9ab2011a3892edfac889,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,-4.0300000000,-4.03,historical_overwritten,no,no,unavailable,,e06e475e6f5cb8748897,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:bf69346986bf4f6a0907,B0,7c1c5248808f73b2f3a6,cb0d5147421c66597d95,b132d2fab33291e0733e,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,1.1800000000,1.18,current_available,yes,yes,serving_state,current:cell_id=7c1c5248808f73b2f3a6,cb0d5147421c66597d95,cb0d5147421c66597d95,1.1800000000,1.18,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:c85f6fe4be1cd78fc433,B0,94651a48df17d3b56a1b,cfe502c53f19a90449e6,9ab2011a3892edfac889,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,1.1300000000,1.13,historical_overwritten,no,no,unavailable,,b55b4fefc9148be667c1,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:6f707a624cfd6e25c269,B0,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,-0.6900000000,-0.69,current_available,yes,yes,serving_state,current:cell_id=af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,d3d17696ddd6a7bcb743,-0.6900000000,-0.69,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:8d2791f39307132ecf19,B0,7e097ceb497e25947325,d99bc3566095bc6ee582,9ab2011a3892edfac889,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,51.1600000000,51.16,current_available,yes,yes,serving_state,current:cell_id=7e097ceb497e25947325,d99bc3566095bc6ee582,d99bc3566095bc6ee582,51.1600000000,51.16,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:be864169bb44c8c9a866,B0,71a013b45f47a8aefa7d,deabb3549fa520121850,9ab2011a3892edfac889,path:88ea43a39fb332364087,source_record:1aa22f2b385a01569fc4,observation:3b1d7e44c2f83aa6fe02,19.3000000000,19.30,historical_overwritten,no,no,unavailable,,4af2e0e7825c9f2ac443,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:37dbf06d6f7b42aba6b1,B0,3087bf08970908c509ca,df8ae4a2843995c9185d,b132d2fab33291e0733e,path:ab93a5e3fc9a10c663fc,source_record:f6a04a1c01641dfdfadc,observation:96242f6669896b9035de,-0.1900000000,-0.19,current_available,yes,yes,serving_state,current:cell_id=3087bf08970908c509ca,df8ae4a2843995c9185d,df8ae4a2843995c9185d,-0.1900000000,-0.19,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:dbe1ab6a404de21e9495,B0,4aab4307f4906503d2a4,e06e475e6f5cb8748897,b132d2fab33291e0733e,path:8dfd2bbf25d027333a9d,source_record:582a11702e2e666dfc87,observation:4d4d1e51259f85b21f1d,-4.0700000000,-4.07,current_available,yes,yes,serving_state,current:cell_id=4aab4307f4906503d2a4,e06e475e6f5cb8748897,e06e475e6f5cb8748897,-4.0700000000,-4.07,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:cca9f89c8302c177da34,B0,7e097ceb497e25947325,e313de2e0e1a97bc17ff,aa7252a58f41161c17c3,path:b9661ac96456a9efd9ba,source_record:c5368ca23455a251f941,observation:f99fdeebfc608df3a8bb,51.2000000000,51.20,historical_overwritten,no,no,unavailable,,d99bc3566095bc6ee582,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:3fea25928bd25b66c911,B0,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,path:e852ffb2dcb8b95c866a,source_record:0ee5489cd01f22e5a51c,observation:1ecfe2896341b81743b9,13.1000000000,13.10,current_available,yes,yes,serving_state,current:cell_id=5b5eeef107bb6f124496,edde0b27f2f31f5fb962,edde0b27f2f31f5fb962,13.1000000000,13.10,yes,yes,yes,none,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:6ccfbd4ac75cfc67d996,B0,e4982bb0d13ac08094aa,f2b9db071dd4766d6307,9ab2011a3892edfac889,path:2b01f40134ef46caecb9,source_record:a98acfe4bec18f9a0390,observation:0970843830c2ae7c8503,4.1800000000,4.18,historical_overwritten,no,no,unavailable,,49b82f2b710bfb946f9f,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:d71b597e7f833545297e,B0,e4982bb0d13ac08094aa,f4b6cbcb460eaef0f82e,aa7252a58f41161c17c3,path:b4be154954c60c0be6c2,source_record:875236bbef4d7952b885,observation:cc516c3714c088b54218,4.1800000000,4.18,historical_overwritten,no,no,unavailable,,49b82f2b710bfb946f9f,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:7c52048327bc6632ca64,B0,05ae4dff5d60b5021813,f831d08aa91c95864cd0,aa7252a58f41161c17c3,path:1e69049e8ab82ddb3293,source_record:bbde0e659e98bd2c6084,observation:1b7b7decaafba2e44741,2.5200000000,2.52,historical_overwritten,no,no,unavailable,,ad8a7f5c7869af674e3a,,,,not_applicable,not_applicable,not_applicable,expected_unavailable_by_treatment_policy,data/manifests/h7-b0-overwrite.json,3a58c69db80ff66d43f965b24ab770a7c03a99a554d2ac36d9b0e239e29c99ff,passed
audit:1a6bc8b9383c3a3be612,B1,5b5eeef107bb6f124496,05a8528c88245297d4ba,aa7252a58f41161c17c3,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,13.2100000000,13.21,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=1,edde0b27f2f31f5fb962,05a8528c88245297d4ba,13.2100000000,13.21,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:718152f85f36607eef84,B1,1c03a76cb6a98f53235d,09bd4158de9b28a03d83,b132d2fab33291e0733e,path:b98116cdfc3625b57334,source_record:621b059bcf550a1ead3a,observation:3f64e0aa5f69399e8a04,-1.1700000000,-1.17,current_snapshot_available,yes,yes,serving_state,snapshot_order=3,09bd4158de9b28a03d83,09bd4158de9b28a03d83,-1.1700000000,-1.17,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:fe692893ee937d297493,B1,3087bf08970908c509ca,1721995859418ecf608c,9ab2011a3892edfac889,path:62b34012c87ba9a4340f,source_record:3edd79e5e5b56f709897,observation:c8d559d64c4d785c41a3,-0.2100000000,-0.21,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=2,df8ae4a2843995c9185d,1721995859418ecf608c,-0.2100000000,-0.21,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:29dd87954ceb25aaaeba,B1,53b2a1ef09a68d6c5173,211b04665de26cd11d77,aa7252a58f41161c17c3,path:bb4132599b10a4c786e9,source_record:4ed2457911a60c3d488b,observation:8723d68bb99c76a272c0,-3.0300000000,-3.03,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=1,74fed6e1c3d917191be6,211b04665de26cd11d77,-3.0300000000,-3.03,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:94e3d25e8cc46bf244e6,B1,71a013b45f47a8aefa7d,2766cbe2cf960f73ba05,aa7252a58f41161c17c3,path:24ed4b6b702e502e42e6,source_record:69c44ea8114c54419750,observation:3b44dd267dadc5b9eb40,19.3000000000,19.30,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=1,4af2e0e7825c9f2ac443,2766cbe2cf960f73ba05,19.3000000000,19.30,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:5b8f7db63ab6b1cc5141,B1,e33e2f8351747300cba7,27f750d142897641b3b1,aa7252a58f41161c17c3,path:f9d72b85568f2a848e1c,source_record:294fa03a900a59c6bcc9,observation:ea029425bb6e7db0f2d4,3.6800000000,3.68,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=1,506a60e86fb32d9c608b,27f750d142897641b3b1,3.6800000000,3.68,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:703802a69931d7741290,B1,e33e2f8351747300cba7,356dadeceba952eb2a0c,9ab2011a3892edfac889,path:0afc3e5030134801aaf0,source_record:c2b5603f1388485b6d3e,observation:be61f5d1cfa355a917f0,3.6800000000,3.68,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=2,506a60e86fb32d9c608b,356dadeceba952eb2a0c,3.6800000000,3.68,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:0e2ffa2e794bf31a6a21,B1,7c1c5248808f73b2f3a6,463dda3fe5140e2fbed2,9ab2011a3892edfac889,path:b2e639819b1544aa2d08,source_record:e6e65cbbb0692b29878a,observation:4451fa83b206a52cd53e,1.1600000000,1.16,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=2,cb0d5147421c66597d95,463dda3fe5140e2fbed2,1.1600000000,1.16,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:984856c15260e8f5a883,B1,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,b132d2fab33291e0733e,path:322b033ed589deaf1c3d,source_record:423572d2616d043c15d1,observation:864f2c2d1b88e471e06c,4.1400000000,4.14,current_snapshot_available,yes,yes,serving_state,snapshot_order=3,49b82f2b710bfb946f9f,49b82f2b710bfb946f9f,4.1400000000,4.14,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:683c5279b1b2cc130e18,B1,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,path:c432cf9d5f8eb992f618,source_record:d3ee5d39849b0096d5ce,observation:6e3265bf4a2eadf39698,19.2500000000,19.25,current_snapshot_available,yes,yes,serving_state,snapshot_order=3,4af2e0e7825c9f2ac443,4af2e0e7825c9f2ac443,19.2500000000,19.25,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:82f7d2030549ee758be4,B1,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,3.6600000000,3.66,current_snapshot_available,yes,yes,serving_state,snapshot_order=3,506a60e86fb32d9c608b,506a60e86fb32d9c608b,3.6600000000,3.66,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
audit:55fb576d14b2fd660374,B1,1c03a76cb6a98f53235d,5fab5a82719cacffcbe4,9ab2011a3892edfac889,path:9cfd576ba6467c314ac3,source_record:a2585ae02f3eb15eab0e,observation:04df2a67b487f338de1b,-1.1400000000,-1.14,historical_snapshot_available,yes,yes,historical_snapshot,snapshot_order=2,09bd4158de9b28a03d83,5fab5a82719cacffcbe4,-1.1400000000,-1.14,yes,yes,yes,none,data/manifests/h8-b1-full-snapshot.json,d76c3dbdab2d1a19a5fae41f4af364a46f55ed657409764b35814465357ab66e,passed
